Column,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,JobTitle,CleanedCity
19716,4270.0,KAILUA,HI,96734,621111,Corporation,Unanswered,Unanswered,Unanswered,,,04/10/2020,"Central Pacific Bank",HI-02,"Offices of Physicians (except Mental Health Specialists)",KAILUA
19717,4270.0,WAILUKU,HI,96793,448190,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,"First Hawaiian Bank",HI-02,"Other Clothing Stores",WAILUKU
19718,4267.0,KURTISTOWN,HI,96760,424930,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,,06/10/2020,"CU Hawaii FCU",HI-02,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",KURTISTOWN
19719,4261.0,HONOLULU,HI,96813,812112,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/16/2020,"First Hawaiian Bank",HI-01,"Beauty Salons",HONOLULU
19720,4258.0,KULA,HI,96790,711510,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,1.0,06/28/2020,"Kabbage, Inc.",HI-02,"Independent Artists, Writers, and Performers",KULA
19721,4255.0,AIEA,HI,96701,454111,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/10/2020,"Bank of Hawaii",HI-01,,AIEA
19722,4255.0,AIEA,HI,96701,812111,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/03/2020,"Central Pacific Bank",HI-01,"Barber Shops",AIEA
19723,4252.0,HONOLULU,HI,96816,531210,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,,05/06/2020,"Bank of Hawaii",HI-01,"Offices of Real Estate Agents and Brokers",HONOLULU
19724,4252.0,KAILUA,HI,96734,541219,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,1.0,07/20/2020,"Kabbage, Inc.",HI-02,"Other Accounting Services",KAILUA
19725,4250.0,HONOLULU,HI,96817,453998,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/16/2020,"Central Pacific Bank",HI-01,"All Other Miscellaneous Store Retailers (except Tobacco Stores)",HONOLULU
19726,4250.0,WAIALUA,HI,96791,236115,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/12/2020,"Central Pacific Bank",HI-02,"New Single-Family Housing Construction (except For-Sale Builders)",WAIALUA
19727,4250.0,WAIMANALO,HI,96795,454110,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,,04/14/2020,"Bank of Hawaii",HI-02,"Electronic Shopping and Mail-Order Houses",WAIMANALO
19728,4250.0,KAILUA-KONA,HI,96740,524210,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,1.0,06/30/2020,"Cross River Bank",HI-02,"Insurance Agencies and Brokerages","KAILUA KONA"
19729,4250.0,KAHULUI,HI,96732,541519,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"First Hawaiian Bank",HI-02,"Other Computer Related Services",KAHULUI
19730,4247.0,WAILUKU,HI,96793,812990,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,06/28/2020,"Cross River Bank",HI-02,"All Other Personal Services",WAILUKU
19731,4245.1,HANALEI,HI,96714,611699,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/15/2020,"First Interstate Bank",HI-02,"All Other Miscellaneous Schools and Instruction",HANALEI
19732,4245.0,HONOLULU,HI,96817,485999,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,1.0,06/25/2020,"Kabbage, Inc.",HI-01,"All Other Transit and Ground Passenger Transportation",HONOLULU
19733,4240.8,"KAILUA KONA",HI,96740,,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,,05/03/2020,"Celtic Bank Corporation",HI-02,,"KAILUA KONA"
19734,4237.0,WAIKOLOA,HI,96738,448150,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,2.0,05/16/2020,"First Hawaiian Bank",HI-02,"Clothing Accessories Stores",WAIKOLOA
19735,4232.0,KAHULUI,HI,96733,812112,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/11/2020,"Bank of Hawaii",HI-02,"Beauty Salons",KAHULUI
19736,4230.0,HONOLULU,HI,96813,812113,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,"Central Pacific Bank",HI-01,"Nail Salons",HONOLULU
19737,4230.0,HONOLULU,HI,96817,315990,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,WebBank,HI-01,"Apparel Accessories and Other Apparel Manufacturing",HONOLULU
19738,4227.0,HILO,HI,96720,236115,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/20/2020,"First Hawaiian Bank",HI-02,"New Single-Family Housing Construction (except For-Sale Builders)",HILO
19739,4226.0,HONOLULU,HI,96814,713990,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,06/16/2020,"Kabbage, Inc.",HI-01,"All Other Amusement and Recreation Industries",HONOLULU
19740,4225.0,KIHEI,HI,96753,448310,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,WebBank,HI-02,"Jewelry Stores",KIHEI
19741,4220.0,KAILUA-KONA,HI,96740,811118,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/04/2020,"Bank of Hawaii",HI-02,"Other Automotive Mechanical and Electrical Repair and Maintenance","KAILUA KONA"
19742,4220.0,HONOLULU,HI,96814,445120,"Limited  Liability Company(LLC)",Unanswered,"Female Owned",Non-Veteran,,0.0,05/06/2020,"Central Pacific Bank",HI-01,"Convenience Stores",HONOLULU
19743,4212.0,HILO,HI,96720,541990,"Independent Contractors",Unanswered,Unanswered,Unanswered,,1.0,06/29/2020,WebBank,HI-02,"All Other Professional, Scientific, and Technical Services",HILO
19744,4208.0,KAILUA,HI,96734,541213,Corporation,Unanswered,Unanswered,Unanswered,,1.0,06/24/2020,"Kabbage, Inc.",HI-02,"Tax Preparation Services",KAILUA
19745,4207.29,LAHAINA,HI,96761,448140,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,05/14/2020,"First Hawaiian Bank",HI-02,"Family Clothing Stores",LAHAINA
19746,4207.0,HONOLULU,HI,96822,621340,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/02/2020,"Central Pacific Bank",HI-01,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",HONOLULU
19747,4204.98,PAIA,HI,96779,812112,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,"Celtic Bank Corporation",HI-02,"Beauty Salons",PAIA
19748,4200.0,HONOLULU,HI,96814,531210,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"American Savings Bank, FSB",HI-01,"Offices of Real Estate Agents and Brokers",HONOLULU
19749,4200.0,HONOLULU,HI,96817,811111,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,"Central Pacific Bank",HI-01,"General Automotive Repair",HONOLULU
19750,4200.0,MAKAWAO,HI,96768,624410,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"American Savings Bank, FSB",HI-02,"Child Day Care Services",MAKAWAO
19751,4200.0,WAIPAHU,HI,96797,541110,"Sole Proprietorship",Unanswered,"Male Owned",Non-Veteran,,1.0,05/05/2020,"Customers Bank",HI-01,"Offices of Lawyers",WAIPAHU
19752,4200.0,HILO,HI,96720,531120,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/15/2020,"First Hawaiian Bank",HI-02,"Lessors of Nonresidential Buildings (except Miniwarehouses)",HILO
19753,4200.0,HONOLULU,HI,96826,448310,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"Central Pacific Bank",HI-01,"Jewelry Stores",HONOLULU
19754,4200.0,HONOMU,HI,96728,531390,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"Central Pacific Bank",HI-02,"Other Activities Related to Real Estate",HONOMU
19755,4200.0,MAKAWAO,HI,96768,561520,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/29/2020,"American Savings Bank, FSB",HI-02,"Tour Operators",MAKAWAO
19756,4200.0,HONOLULU,HI,96816,812112,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,2.0,04/29/2020,"American Savings Bank, FSB",HI-01,"Beauty Salons",HONOLULU
19757,4200.0,HONOLULU,HI,96816,541618,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/07/2020,"American Savings Bank, FSB",HI-01,"Other Management Consulting Services",HONOLULU
19758,4200.0,HONOLULU,HI,96825,561720,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,3.0,04/11/2020,"Central Pacific Bank",HI-01,"Janitorial Services",HONOLULU
19759,4200.0,KAPAA,HI,96746,236118,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/08/2020,"American Savings Bank, FSB",HI-02,"Residential Remodelers",KAPAA
19760,4200.0,HONOLULU,HI,96815,446130,"Sole Proprietorship",Asian,"Female Owned",Non-Veteran,,1.0,04/29/2020,"Ohana Pacific Bank",HI-01,"Optical Goods Stores",HONOLULU
19761,4200.0,HONOLULU,HI,96816,812990,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/11/2020,"Central Pacific Bank",HI-01,"All Other Personal Services",HONOLULU
19762,4200.0,PUKALANI,HI,96788,811192,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/27/2020,"First Hawaiian Bank",HI-02,"Car Washes",PUKALANI
19763,4200.0,WAHIAWA,HI,96786,722511,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,6.0,04/05/2020,"American Savings Bank, FSB",HI-02,"Full-Service Restaurants",WAHIAWA
19764,4200.0,HONOLULU,HI,96816,561499,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,"American Savings Bank, FSB",HI-01,"All Other Business Support Services",HONOLULU
19765,4200.0,AIEA,HI,96701,722513,"Sole Proprietorship",Asian,"Male Owned",Unanswered,,1.0,05/14/2020,"Ohana Pacific Bank",HI-01,"Limited-Service Restaurants",AIEA
19766,4200.0,HONOLULU,HI,96817,811111,Corporation,Asian,"Male Owned",Non-Veteran,,1.0,04/30/2020,"Ohana Pacific Bank",HI-01,"General Automotive Repair",HONOLULU
19767,4200.0,WAIALUA,HI,96791,561110,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/07/2020,"American Savings Bank, FSB",HI-02,"Office Administrative Services",WAIALUA
19768,4200.0,HONOLULU,HI,96821,541613,"Independent Contractors",Unanswered,Unanswered,Unanswered,,,04/14/2020,"Central Pacific Bank",HI-01,"Marketing Consulting Services",HONOLULU
19769,4200.0,HONOLULU,HI,96821,523930,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,04/15/2020,"Central Pacific Bank",HI-01,"Investment Advice",HONOLULU
19770,4200.0,HONOLULU,HI,96814,812113,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/18/2020,"Central Pacific Bank",HI-01,"Nail Salons",HONOLULU
19771,4200.0,HONOLULU,HI,96816,541613,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/08/2020,"American Savings Bank, FSB",HI-01,"Marketing Consulting Services",HONOLULU
19772,4200.0,HONOLULU,HI,96816,561720,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/18/2020,"Central Pacific Bank",HI-01,"Janitorial Services",HONOLULU
19773,4200.0,KALAHEO,HI,96741,453998,"Sole Proprietorship",Unanswered,"Male Owned",Non-Veteran,,1.0,04/15/2020,"Readycap Lending, LLC",HI-02,"All Other Miscellaneous Store Retailers (except Tobacco Stores)",KALAHEO
19774,4200.0,WAIALUA,HI,96791,487990,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/08/2020,"American Savings Bank, FSB",HI-02,"Scenic and Sightseeing Transportation, Other",WAIALUA
19775,4200.0,HONOLULU,HI,96821,621399,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/09/2020,"Central Pacific Bank",HI-01,"Offices of All Other Miscellaneous Health Practitioners",HONOLULU
19776,4200.0,HONOLULU,HI,96826,531210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/02/2020,"Central Pacific Bank",HI-01,"Offices of Real Estate Agents and Brokers",HONOLULU
19777,4200.0,HONOLULU,HI,96815,236220,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,0.0,05/03/2020,"Central Pacific Bank",HI-01,"Commercial and Institutional Building Construction",HONOLULU
19778,4197.0,"KAILUA KONA",HI,96740,238990,Corporation,Unanswered,Unanswered,Unanswered,,1.0,05/28/2020,WebBank,HI-02,"All Other Specialty Trade Contractors","KAILUA KONA"
19779,4196.46,HONOLULU,HI,96814,485310,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,"Celtic Bank Corporation",HI-01,"Taxi Service",HONOLULU
19780,4195.0,KIHEI,HI,96753,541219,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,,04/15/2020,"Bank of Hawaii",HI-02,"Other Accounting Services",KIHEI
19781,4195.0,HILO,HI,96720,621111,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,07/18/2020,"Cross River Bank",HI-02,"Offices of Physicians (except Mental Health Specialists)",HILO
19782,4194.32,LAIE,HI,96762,448310,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,06/15/2020,"Celtic Bank Corporation",HI-02,"Jewelry Stores",LAIE
19783,4187.75,KILAUEA,HI,96754,524210,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"Gather FCU",HI-02,"Insurance Agencies and Brokerages",KILAUEA
19784,4187.0,KAPOLEI,HI,96707,524114,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,4.0,08/03/2020,"Intuit Financing Inc.",HI-02,"Direct Health and Medical Insurance Carriers",KAPOLEI
19785,4185.0,HONOLULU,HI,96813,485310,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/07/2020,"First Hawaiian Bank",HI-01,"Taxi Service",HONOLULU
19786,4182.5,HONOKAA,HI,96727,311351,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,06/30/2020,"Fundbox, Inc.",HI-02,"Chocolate and Confectionery Manufacturing from Cacao Beans",HONOKAA
19787,4180.0,"PEARL CITY",HI,96782,561720,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/13/2020,"First Hawaiian Bank",HI-01,"Janitorial Services","PEARL CITY"
19788,4175.82,"PEARL CITY",HI,96782,488410,"Limited  Liability Company(LLC)",Unanswered,"Male Owned",Unanswered,,1.0,04/29/2020,"HawaiiUSA FCU",HI-01,"Motor Vehicle Towing","PEARL CITY"
19789,4172.0,KIHEI,HI,96753,531210,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/28/2020,"Bank of Hawaii",HI-02,"Offices of Real Estate Agents and Brokers",KIHEI
19790,4170.2,KOLOA,HI,96756,561720,"Independent Contractors",Unanswered,Unanswered,Unanswered,,1.0,05/05/2020,"Kaua'i Government Employees' FCU",HI-02,"Janitorial Services",KOLOA
19791,4170.0,HAIKU,HI,96708,711510,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/11/2020,"Bank of Hawaii",HI-02,"Independent Artists, Writers, and Performers",HAIKU
19792,4167.5,KAHULUI,HI,96733,562998,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,06/05/2020,"First Hawaiian Bank",HI-02,"All Other Miscellaneous Waste Management Services",KAHULUI
19793,4167.0,LAHAINA,HI,96761,237990,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,"Bank of Hawaii",HI-02,"Other Heavy and Civil Engineering Construction",LAHAINA
19794,4167.0,NAALEHU,HI,96772,722310,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/14/2020,"Wells Fargo Bank, National Association",HI-02,"Food Service Contractors",NAALEHU
19795,4167.0,HALEIWA,HI,96712,454110,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,1.0,05/01/2020,WebBank,HI-02,"Electronic Shopping and Mail-Order Houses",HALEIWA
19796,4167.0,"KAILUA KONA",HI,96740,812990,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/02/2020,"Central Pacific Bank",HI-02,"All Other Personal Services","KAILUA KONA"
19797,4166.67,"KAILUA KONA",HI,96740,811111,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,1.0,05/08/2020,"Celtic Bank Corporation",HI-02,"General Automotive Repair","KAILUA KONA"
19798,4164.79,HONOLULU,HI,96814,621399,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,"Celtic Bank Corporation",HI-01,"Offices of All Other Miscellaneous Health Practitioners",HONOLULU
19799,4162.07,"EWA BEACH",HI,96706,711510,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,07/23/2020,"HawaiiUSA FCU",HI-01,"Independent Artists, Writers, and Performers","EWA BEACH"
19800,4162.0,HONOLULU,HI,96813,541219,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,1.0,06/24/2020,"Kabbage, Inc.",HI-01,"Other Accounting Services",HONOLULU
19801,4157.0,HONOLULU,HI,96817,221114,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,08/06/2020,"HawaiiUSA FCU",HI-01,"Solar Electric Power Generation",HONOLULU
19802,4155.0,HONOLULU,HI,96821,541310,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,05/02/2020,"First Hawaiian Bank",HI-01,"Architectural Services",HONOLULU
19803,4153.5,HONOLULU,HI,96814,541990,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,04/11/2020,"Central Pacific Bank",HI-01,"All Other Professional, Scientific, and Technical Services",HONOLULU
19804,4150.0,HONOLULU,HI,96822,511199,"Independent Contractors",Unanswered,"Female Owned",Unanswered,,1.0,05/03/2020,"HawaiiUSA FCU",HI-01,"All Other Publishers",HONOLULU
19805,4150.0,PRINCEVILLE,HI,96722,531390,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,"Bank of Hawaii",HI-02,"Other Activities Related to Real Estate",PRINCEVILLE
19806,4150.0,HONOLULU,HI,96816,611610,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,"Central Pacific Bank",HI-01,"Fine Arts Schools",HONOLULU
19807,4148.0,HONOLULU,HI,96819,238140,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,4.0,05/08/2020,"Kabbage, Inc.",HI-01,"Masonry Contractors",HONOLULU
19808,4140.0,HAUULA,HI,96717,722320,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,,04/15/2020,"Bank of Hawaii",HI-02,Caterers,HAUULA
19809,4137.0,HONOLULU,HI,96815,451110,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/27/2020,"Bank of Hawaii",HI-01,"Sporting Goods Stores",HONOLULU
19810,4135.0,KEALAKEKUA,HI,96750,111219,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/27/2020,"First Hawaiian Bank",HI-02,"Other Vegetable (except Potato) and Melon Farming",KEALAKEKUA
19811,4133.55,"KAILUA KONA",HI,96740,811111,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,1.0,06/25/2020,"Cottonwood Community FCU",HI-02,"General Automotive Repair","KAILUA KONA"
19812,4126.0,HILO,HI,96720,813110,"Non-Profit Organization",Unanswered,Unanswered,Unanswered,Y,1.0,07/17/2020,"Kabbage, Inc.",HI-02,"Religious Organizations",HILO
19813,4125.0,HONOLULU,HI,96818,517919,Corporation,Unanswered,Unanswered,Unanswered,,4.0,05/01/2020,"JPMorgan Chase Bank, National Association",HI-01,"All Other Telecommunications",HONOLULU
19814,4125.0,WAIPAHU,HI,96797,561612,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"Central Pacific Bank",HI-01,"Security Guards and Patrol Services",WAIPAHU
19815,4125.0,HONOLULU,HI,96814,541990,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,0.0,05/18/2020,"Central Pacific Bank",HI-01,"All Other Professional, Scientific, and Technical Services",HONOLULU
19816,4122.5,"CAPTAIN COOK",HI,96750,531210,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/05/2020,"Hawaii Community FCU",HI-02,"Offices of Real Estate Agents and Brokers",KEALAKEKUA
19817,4122.0,KAPOLEI,HI,96707,523930,"Subchapter S Corporation",Unanswered,Unanswered,Unanswered,,3.0,05/19/2020,"First Hawaiian Bank",HI-02,"Investment Advice",KAPOLEI
19818,4119.0,HONOLULU,HI,96816,485320,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,1.0,07/24/2020,"Kabbage, Inc.",HI-01,"Limousine Service",HONOLULU
19819,4118.75,KAPAA,HI,96746,541940,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,1.0,05/01/2020,"Gather FCU",HI-02,"Veterinary Services",KAPAA
19820,4118.53,AIEA,HI,96701,485310,"Self-Employed Individuals",Unanswered,Unanswered,Unanswered,,0.0,05/06/2020,"Celtic Bank Corporation",HI-01,"Taxi Service",AIEA
19821,4110.0,WAIPAHU,HI,96797,531210,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,0.0,05/19/2020,"Central Pacific Bank",HI-01,"Offices of Real Estate Agents and Brokers",WAIPAHU
19822,4108.0,PAIA,HI,96779,448120,Corporation,Unanswered,Unanswered,Unanswered,,,04/12/2020,"Bank of Hawaii",HI-02,"Women's Clothing Stores",PAIA
19823,4105.0,KAILUA,HI,96734,812990,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,"Central Pacific Bank",HI-02,"All Other Personal Services",KAILUA
19824,4100.0,HONOLULU,HI,96813,812910,"Limited  Liability Company(LLC)",Unanswered,Unanswered,Unanswered,,2.0,05/04/2020,"American Savings Bank, FSB",HI-01,"Pet Care (except Veterinary) Services",HONOLULU
19825,4100.0,WAILUKU,HI,96793,488999,"Sole Proprietorship",Unanswered,Unanswered,Unanswered,,2.0,06/10/2020,"American Savings Bank, FSB",HI-02,"All Other Support Activities for Transportation",WAILUKU
19826,4100.0,HONOLULU,HI,96814,236118,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/15/2020,"American Savings Bank, FSB",HI-01,"Residential Remodelers",HONOLULU
