LoanAmount,City,Zip,JobsReported,DateApproved,MonthApproved,Lender,JobTitle,CleanedCity
4500,HONOLULU,96819,2,2020-04-05T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ALL OTHER BUSINESS SUPPORT SERVICES,HONOLULU
4500,HONOLULU,96813,2,2020-04-05T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,WOMEN'S CLOTHING STORES,HONOLULU
4500,MILILANI,96789,1,2020-05-11T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES),MILILANI
4500,HILO,96720,1,2020-05-11T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,HILO
4500,HONOLULU,96826,3,2020-04-30T00:00:00Z,APRIL,OHANA PACIFIC BANK,"BEER, WINE, AND LIQUOR STORES",HONOLULU
4500,KAILUA KONA,96740,18,2020-04-05T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,CONVENIENCE STORES,KAILUA KONA
4500,HONOLULU,96817,1,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES),HONOLULU
4500,KAILUA,96734,2,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER SERVICES TO BUILDINGS AND DWELLINGS,KAILUA
4500,HONOLULU,96814,2,2020-04-28T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",HONOLULU
4500,AIEA,96701,4,2020-04-28T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER ACTIVITIES RELATED TO REAL ESTATE,AIEA
4500,HONOLULU,96813,1,2020-04-28T00:00:00Z,APRIL,GREATER NEVADA CU,OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,HONOLULU
4500,HONOLULU,96813,1,2020-04-30T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,INVESTMENT ADVICE,HONOLULU
4500,HONOLULU,96819,2,2020-04-07T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",ART DEALERS,HONOLULU
4500,HILO,96720,1,2020-05-17T00:00:00Z,MAY,CENTRAL PACIFIC BANK,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,HILO
4500,KAHULUI,96732,1,2020-05-01T00:00:00Z,MAY,WEBBANK,SNACK AND NONALCOHOLIC BEVERAGE BARS,KAHULUI
4500,HONOLULU,96818,4,2020-05-18T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",EXAM PREPARATION AND TUTORING,HONOLULU
4500,AIEA,96701,1,2020-04-28T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,COMPUTER SYSTEMS DESIGN SERVICES,AIEA
4500,AIEA,96701,1,2020-05-01T00:00:00Z,MAY,HAWAIIUSA FCU,BEAUTY SALONS,AIEA
4500,MILILANI,96789,1,2020-05-02T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",ALL OTHER INSURANCE RELATED ACTIVITIES,MILILANI
4500,LIHUE,96766,1,2020-05-02T00:00:00Z,MAY,CENTRAL PACIFIC BANK,GENERAL AUTOMOTIVE REPAIR,LIHUE
4500,HONOLULU,96814,1,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),HONOLULU
4499.52,KAMUELA,96743,1,2020-05-13T00:00:00Z,MAY,CELTIC BANK CORPORATION,RESIDENTIAL PROPERTY MANAGERS,KAMUELA
4499.32,KEALAKEKUA,96750,1,2020-06-23T00:00:00Z,JUNE,CELTIC BANK CORPORATION,OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE,KEALAKEKUA
4495,KAILUA KONA,96740,1,2020-04-14T00:00:00Z,APRIL,BANK OF HAWAII,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,KAILUA KONA
4490,HONOLULU,96815,2,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,TOUR OPERATORS,HONOLULU
4487.5,KANEOHE,96744,1,2020-05-07T00:00:00Z,MAY,FIRST HAWAIIAN BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,KANEOHE
4480,HILO,96720,1,2020-05-08T00:00:00Z,MAY,CU HAWAII FCU,NURSERY AND TREE PRODUCTION,HILO
4477,HONOLULU,96839,1,2020-06-03T00:00:00Z,JUNE,BANK OF HAWAII,MUSICAL GROUPS AND ARTISTS,HONOLULU
4475,PAHOA,96778,4,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,FAMILY CLOTHING STORES,PAHOA
4470,HONOLULU,96821,1,2020-05-03T00:00:00Z,MAY,BANK OF HAWAII,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",HONOLULU
4466,HONOLULU,96814,1,2020-06-03T00:00:00Z,JUNE,CELTIC BANK CORPORATION,ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION,HONOLULU
4464.57,KEKAHA,96752,1,2020-04-30T00:00:00Z,APRIL,KAUA'I GOVERNMENT EMPLOYEES' FCU,RESIDENTIAL REMODELERS,KEKAHA
4452,KAHULUI,96732,1,2020-04-15T00:00:00Z,APRIL,BANK OF HAWAII,MEAT MARKETS,KAHULUI
4452,HONOLULU,96815,1,2020-05-21T00:00:00Z,MAY,BANK OF HAWAII,OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
4450,AIEA,96701,1,2020-06-25T00:00:00Z,JUNE,HAWAIIUSA FCU,OTHER DIRECT SELLING ESTABLISHMENTS,AIEA
4450,HONOLULU,96822,1,2020-04-13T00:00:00Z,APRIL,BANK OF HAWAII,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",HONOLULU
4448,HONOLULU,96821,1,2020-05-29T00:00:00Z,MAY,"KABBAGE, INC.",OTHER ACTIVITIES RELATED TO REAL ESTATE,HONOLULU
4445,HONOLULU,96825,1,2020-07-17T00:00:00Z,JULY,WEBBANK,ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION,HONOLULU
4440,HONOLULU,96825,1,2020-04-13T00:00:00Z,APRIL,BANK OF HAWAII,SPORTING AND ATHLETIC GOODS MANUFACTURING,HONOLULU
4439,KAPAA,96746,1,2020-05-12T00:00:00Z,MAY,CENTRAL PACIFIC BANK,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",KAPAA
4437.5,PEARL CITY,96782,1,2020-04-28T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,LANDSCAPING SERVICES,PEARL CITY
4436,HONOLULU,96816,1,2020-04-29T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,RELIGIOUS ORGANIZATIONS,HONOLULU
4435,HONOLULU,96814,3,2020-05-20T00:00:00Z,MAY,BANK OF HAWAII,RELIGIOUS ORGANIZATIONS,HONOLULU
4432.46,HILO,96720,1,2020-04-30T00:00:00Z,APRIL,CELTIC BANK CORPORATION,LIMITED-SERVICE RESTAURANTS,HILO
4431,KAPOLEI,96707,1,2020-07-28T00:00:00Z,JULY,"KABBAGE, INC.",INSURANCE AGENCIES AND BROKERAGES,KAPOLEI
4430,HALEIWA,96712,3,2020-04-29T00:00:00Z,APRIL,BANK OF HAWAII,RESIDENTIAL REMODELERS,HALEIWA
4425,HONOLULU,96815,1,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,BEAUTY SALONS,HONOLULU
4425,WAILUKU,96793,1,2020-05-12T00:00:00Z,MAY,BANK OF HAWAII,JANITORIAL SERVICES,WAILUKU
4411.65,LANAI CITY,96763,1,2020-04-28T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,BEAUTY SALONS,LANAI CITY
4411,HOLUALOA,96725,1,2020-06-04T00:00:00Z,JUNE,CENTRAL PACIFIC BANK,COMMERCIAL PHOTOGRAPHY,HOLUALOA
4402.5,MILILANI,96789,1,2020-05-12T00:00:00Z,MAY,FIRST HAWAIIAN BANK,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",MILILANI
4402,HILO,96720,1,2020-04-28T00:00:00Z,APRIL,CU HAWAII FCU,BEAUTY SALONS,HILO
4402,WAIKOLOA,96738,2,2020-04-29T00:00:00Z,APRIL,HAWAII FIRST FCU,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",WAIKOLOA
4400,HONOLULU,96817,1,2020-05-04T00:00:00Z,MAY,CENTRAL PACIFIC BANK,EDUCATIONAL SUPPORT SERVICES,HONOLULU
4400,HONOLULU,96826,1,2020-05-21T00:00:00Z,MAY,CENTRAL PACIFIC BANK,CARPET AND UPHOLSTERY CLEANING SERVICES,HONOLULU
4400,HONOLULU,96825,1,2020-05-21T00:00:00Z,MAY,CENTRAL PACIFIC BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
4400,PEARL CITY,96782,3,2020-04-28T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,DRYWALL AND INSULATION CONTRACTORS,PEARL CITY
4400,PEARL CITY,96782,1,2020-05-22T00:00:00Z,MAY,CENTRAL PACIFIC BANK,CONVENIENCE STORES,PEARL CITY
4400,WAILUKU,96793,1,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",LIMITED-SERVICE RESTAURANTS,WAILUKU
4400,HONOLULU,96814,1,2020-04-16T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,BEAUTY SALONS,HONOLULU
4400,HONOLULU,96822,1,2020-05-05T00:00:00Z,MAY,CENTRAL PACIFIC BANK,ALL OTHER PERSONAL SERVICES,HONOLULU
4400,HILO,96720,1,2020-04-10T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,BEAUTY SALONS,HILO
4400,HONOLULU,96825,1,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",MUSICAL GROUPS AND ARTISTS,HONOLULU
4400,HONOLULU,96816,1,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB","INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",HONOLULU
4400,KIHEI,96753,1,2020-05-07T00:00:00Z,MAY,"KABBAGE, INC.",OTHER ACTIVITIES RELATED TO REAL ESTATE,KIHEI
4400,WAIPAHU,96797,1,2020-04-12T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",WAIPAHU
4400,KULA,96790,1,2020-05-07T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",INTERIOR DESIGN SERVICES,KULA
4400,WAILUKU,96793,1,2020-05-10T00:00:00Z,MAY,CENTRAL PACIFIC BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,WAILUKU
4400,HONOLULU,96826,2,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,JANITORIAL SERVICES,HONOLULU
4400,HONOLULU,96814,3,2020-05-11T00:00:00Z,MAY,HAWAII NATIONAL BANK,MARKETING RESEARCH AND PUBLIC OPINION POLLING,HONOLULU
4400,HONOLULU,96813,1,2020-04-30T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),HONOLULU
4400,HONOLULU,96813,1,2020-05-12T00:00:00Z,MAY,HAWAII NATIONAL BANK,BEAUTY SALONS,HONOLULU
4400,HONOLULU,96813,1,2020-05-14T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",OTHER ACCOUNTING SERVICES,HONOLULU
4400,HONOLULU,96817,3,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",TRAVEL AGENCIES,HONOLULU
4400,HONOLULU,96815,1,2020-05-14T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",OFFICES OF REAL ESTATE AGENTS AND BROKERS,HONOLULU
4400,HONOLULU,96814,1,2020-04-28T00:00:00Z,APRIL,OHANA PACIFIC BANK,OTHER ACTIVITIES RELATED TO REAL ESTATE,HONOLULU
4400,HONOLULU,96821,1,2020-04-08T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OFFICES OF CHIROPRACTORS,HONOLULU
4400,KAILUA,96734,6,2020-04-08T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,FINE ARTS SCHOOLS,KAILUA
4400,WAIANAE,96792,2,2020-04-30T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF REAL ESTATE AGENTS AND BROKERS,WAIANAE
4400,PEARL CITY,96782,1,2020-05-01T00:00:00Z,MAY,CENTRAL PACIFIC BANK,GENERAL AUTOMOTIVE REPAIR,PEARL CITY
4400,HONOLULU,96814,1,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",HONOLULU
4400,HONOLULU,96819,1,2020-04-09T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,RELIGIOUS ORGANIZATIONS,HONOLULU
4400,HILO,96720,1,2020-04-28T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",RELIGIOUS ORGANIZATIONS,HILO
4400,HONOLULU,96822,1,2020-05-01T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,HONOLULU
4400,HONOLULU,96822,1,2020-04-15T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION,HONOLULU
4397,WAILUKU,96793,1,2020-05-05T00:00:00Z,MAY,CENTRAL PACIFIC BANK,SPORTS AND RECREATION INSTRUCTION,WAILUKU
4396.18,MAKAWAO,96768,1,2020-05-04T00:00:00Z,MAY,CELTIC BANK CORPORATION,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",MAKAWAO
4392,WAILUKU,96793,1,2020-05-13T00:00:00Z,MAY,WEBBANK,OTHER ACCOUNTING SERVICES,WAILUKU
4390,EWA BEACH,96706,1,2020-05-11T00:00:00Z,MAY,BANK OF HAWAII,"GENERAL FREIGHT TRUCKING, LOCAL",EWA BEACH
4387,WAIMEA,96796,1,2020-05-08T00:00:00Z,MAY,BANK OF HAWAII,FAMILY CLOTHING STORES,WAIMEA
4386,PRINCEVILLE,96722,1,2020-04-30T00:00:00Z,APRIL,FIRST HAWAIIAN BANK,,PRINCEVILLE
4381.88,KAILUA KONA,96745,1,2020-05-31T00:00:00Z,MAY,CELTIC BANK CORPORATION,TAXI SERVICE,KAILUA KONA
4378,HONOLULU,96814,1,2020-05-03T00:00:00Z,MAY,CROSS RIVER BANK,,HONOLULU
4377.5,LAHAINA,96761,5,2020-05-02T00:00:00Z,MAY,FIRST HAWAIIAN BANK,ALL OTHER PERSONAL SERVICES,LAHAINA
4375,HILO,96720,1,2020-04-29T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF REAL ESTATE AGENTS AND BROKERS,HILO
4370,KILAUEA,96754,1,2020-05-04T00:00:00Z,MAY,FIRST HAWAIIAN BANK,ALL OTHER PERSONAL SERVICES,KILAUEA
4369,PAHOA,96778,1,2020-05-03T00:00:00Z,MAY,"KABBAGE, INC.",OTHER ACCOUNTING SERVICES,PAHOA
4367,AIEA,96701,500,2020-05-07T00:00:00Z,MAY,FIRST HAWAIIAN BANK,SPORTS AND RECREATION INSTRUCTION,AIEA
4366,HILO,96720,1,2020-06-25T00:00:00Z,JUNE,"KABBAGE, INC.",RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,HILO
4365,HONOLULU,96819,1,2020-05-03T00:00:00Z,MAY,BANK OF HAWAII,FLORISTS,HONOLULU
4365,HOOLEHUA,96729,1,2020-06-13T00:00:00Z,JUNE,"KABBAGE, INC.",OTHER ACCOUNTING SERVICES,HOOLEHUA
4364,HONOLULU,96830,1,2020-05-27T00:00:00Z,MAY,"KABBAGE, INC.",AMBULANCE SERVICES,HONOLULU
4362,HILO,96720,3,2020-04-27T00:00:00Z,APRIL,BANK OF HAWAII,ALL OTHER SPECIALTY FOOD STORES,HILO
4362,HONOLULU,96817,1,2020-04-05T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER ACTIVITIES RELATED TO REAL ESTATE,HONOLULU
4360,KAILUA-KONA,96740,1,2020-07-30T00:00:00Z,JULY,"FUNDBOX, INC.",PET CARE (EXCEPT VETERINARY) SERVICES,KAILUA KONA
4357,HONOLULU,96817,2,2020-05-03T00:00:00Z,MAY,CROSS RIVER BANK,LIBRARIES AND ARCHIVES,HONOLULU
4355,HONOLULU,96826,2,2020-05-08T00:00:00Z,MAY,BANK OF HAWAII,OTHER ACCOUNTING SERVICES,HONOLULU
4354,KANEOHE,96744,1,2020-05-06T00:00:00Z,MAY,CENTRAL PACIFIC BANK,RELIGIOUS ORGANIZATIONS,KANEOHE
4354,HONOLULU,96825,1,2020-08-03T00:00:00Z,AUGUST,"KABBAGE, INC.",MUSICAL GROUPS AND ARTISTS,HONOLULU
4347,HONOLULU,96815,1,2020-05-03T00:00:00Z,MAY,BANK OF HAWAII,OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS,HONOLULU
4345,KAPAA,96746,1,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,OFFICES OF REAL ESTATE AGENTS AND BROKERS,KAPAA
4342,WAILUKU,96793,1,2020-06-24T00:00:00Z,JUNE,WEBBANK,ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES),WAILUKU
4341.65,KIHEI,96753,1,2020-05-11T00:00:00Z,MAY,CELTIC BANK CORPORATION,OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS,KIHEI
4340,HONOLULU,96822,1,2020-05-12T00:00:00Z,MAY,CENTRAL PACIFIC BANK,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",HONOLULU
4340,KANEOHE,96744,3,2020-06-29T00:00:00Z,JUNE,HAWAIIUSA FCU,SNACK AND NONALCOHOLIC BEVERAGE BARS,KANEOHE
4339,LIHUE,96766,1,2020-05-04T00:00:00Z,MAY,BANK OF HAWAII,INTERIOR DESIGN SERVICES,LIHUE
4332.5,HONOKAA,96727,1,2020-07-15T00:00:00Z,JULY,HAWAII COMMUNITY FCU,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",HONOKAA
4330,KANEOHE,96744,1,2020-05-20T00:00:00Z,MAY,CENTRAL PACIFIC BANK,TAXI SERVICE,KANEOHE
4326.04,WAIKOLOA,96738,15,2020-05-19T00:00:00Z,MAY,FIRST HAWAIIAN BANK,JANITORIAL SERVICES,WAIKOLOA
4325,HONOLULU,96815,2,2020-04-11T00:00:00Z,APRIL,BANK OF HAWAII,CLOTHING ACCESSORIES STORES,HONOLULU
4323.32,KANEOHE,96744,1,2020-07-15T00:00:00Z,JULY,"PRESTAMOS CDFI, LLC",DIRECT HEALTH AND MEDICAL INSURANCE CARRIERS,KANEOHE
4322,WAILUKU,96793,5,2020-05-02T00:00:00Z,MAY,FIRST HAWAIIAN BANK,ALL OTHER PERSONAL SERVICES,WAILUKU
4322,AIEA,96701,1,2020-04-28T00:00:00Z,APRIL,BANK OF HAWAII,CARPET AND UPHOLSTERY CLEANING SERVICES,AIEA
4312,HONOLULU,96816,1,2020-08-06T00:00:00Z,AUGUST,"KABBAGE, INC.","INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",HONOLULU
4312,HONOLULU,96814,3,2020-06-18T00:00:00Z,JUNE,INTUIT FINANCING INC.,FARM SUPPLIES MERCHANT WHOLESALERS,HONOLULU
4312,KIHEI,96753,4,2020-05-02T00:00:00Z,MAY,FIRST HAWAIIAN BANK,SUPPORT ACTIVITIES FOR ANIMAL PRODUCTION,KIHEI
4310,HONOLULU,96813,1,2020-05-22T00:00:00Z,MAY,CENTRAL PACIFIC BANK,NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS),HONOLULU
4309.37,ANAHOLA,96703,1,2020-05-29T00:00:00Z,MAY,GATHER FCU,OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,ANAHOLA
4306,KAMUELA,96743,1,2020-04-27T00:00:00Z,APRIL,HAWAII FIRST FCU,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,KAMUELA
4306,KAILUA-KONA,96740,1,2020-06-08T00:00:00Z,JUNE,CENTRAL PACIFIC BANK,OTHER ACCOUNTING SERVICES,KAILUA KONA
4305,KAILUA KONA,96740,1,2020-04-28T00:00:00Z,APRIL,CELTIC BANK CORPORATION,TAXI SERVICE,KAILUA KONA
4305,WAILUKU,96793,1,2020-05-03T00:00:00Z,MAY,"BANK OF AMERICA, NATIONAL ASSOCIATION",OTHER ACCOUNTING SERVICES,WAILUKU
4304,HONOLULU,96822,1,2020-05-03T00:00:00Z,MAY,CROSS RIVER BANK,,HONOLULU
4301.78,KIHEI,96753,1,2020-04-30T00:00:00Z,APRIL,CELTIC BANK CORPORATION,TAXI SERVICE,KIHEI
4300,HONOLULU,96817,1,2020-04-28T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,FITNESS AND RECREATIONAL SPORTS CENTERS,HONOLULU
4300,PEARL CITY,96782,1,2020-05-04T00:00:00Z,MAY,CENTRAL PACIFIC BANK,OFFICES OF REAL ESTATE AGENTS AND BROKERS,PEARL CITY
4300,WAILUKU,96793,1,2020-05-04T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",FOOD SERVICE CONTRACTORS,WAILUKU
4300,HONOLULU,96813,1,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",,HONOLULU
4300,WAILUKU,96753,1,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",BEAUTY SALONS,KIHEI
4300,HONOLULU,96817,1,2020-04-10T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS,HONOLULU
4300,KEAAU,96749,1,2020-05-06T00:00:00Z,MAY,CENTRAL PACIFIC BANK,FRUIT AND TREE NUT COMBINATION FARMING,KEAAU
4300,HONOLULU,96813,2,2020-04-16T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",FOOD SERVICE CONTRACTORS,HONOLULU
4300,HONOLULU,96822,1,2020-04-29T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER PERSONAL CARE SERVICES,HONOLULU
4300,HONOLULU,96815,1,2020-05-08T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",ARCHITECTURAL SERVICES,HONOLULU
4300,KAILUA KONA,96740,1,2020-05-08T00:00:00Z,MAY,NAVY FCU,ALL OTHER PERSONAL SERVICES,KAILUA KONA
4300,KAILUA KONA,96740,1,2020-04-29T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",BEAUTY SALONS,KAILUA KONA
4300,KULA,96790,1,2020-05-11T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",JANITORIAL SERVICES,KULA
4300,HAIKU,96708,1,2020-04-13T00:00:00Z,APRIL,BANK OF HAWAII,,HAIKU
4300,WAILUKU,96793,1,2020-04-14T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,OTHER TECHNICAL AND TRADE SCHOOLS,WAILUKU
4300,HONOLULU,96815,1,2020-05-13T00:00:00Z,MAY,"AMERICAN SAVINGS BANK, FSB",RESIDENTIAL REMODELERS,HONOLULU
4300,HAWI,96719,1,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",OFFICES OF REAL ESTATE AGENTS AND BROKERS,HAWI
4300,LIHUE,96766,1,2020-04-06T00:00:00Z,APRIL,"AMERICAN SAVINGS BANK, FSB",SNACK AND NONALCOHOLIC BEVERAGE BARS,LIHUE
4300,HONOLULU,96821,1,2020-04-30T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"PHOTOGRAPHY STUDIOS, PORTRAIT",HONOLULU
4300,HONOLULU,96813,1,2020-04-14T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,CHILD DAY CARE SERVICES,HONOLULU
4300,HONOLULU,96817,1,2020-04-07T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"REGULATION, LICENSING, AND INSPECTION OF MISCELLANEOUS COMMERCIAL SECTORS",HONOLULU
4300,HONOLULU,96816,1,2020-05-19T00:00:00Z,MAY,CENTRAL PACIFIC BANK,SPORTS AND RECREATION INSTRUCTION,HONOLULU
4300,HONOLULU,96817,1,2020-05-01T00:00:00Z,MAY,CENTRAL PACIFIC BANK,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",HONOLULU
4300,HONOLULU,96814,2,2020-06-08T00:00:00Z,JUNE,OHANA PACIFIC BANK,"GIFT, NOVELTY, AND SOUVENIR STORES",HONOLULU
4300,HONOLULU,96814,1,2020-05-02T00:00:00Z,MAY,CENTRAL PACIFIC BANK,TRAVEL AGENCIES,HONOLULU
4300,WAHIAWA,96786,1,2020-04-28T00:00:00Z,APRIL,CENTRAL PACIFIC BANK,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",WAHIAWA
4298.24,KAHUKU,96731,1,2020-05-03T00:00:00Z,MAY,CELTIC BANK CORPORATION,,KAHUKU
4293,KIHEI,96753,1,2020-06-23T00:00:00Z,JUNE,"KABBAGE, INC.",OTHER DIRECT SELLING ESTABLISHMENTS,KIHEI
4292.5,KAILUA KONA,96745,1,2020-05-05T00:00:00Z,MAY,HAWAII COMMUNITY FCU,"NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",KAILUA KONA
4290,WAIPAHU,96797,2,2020-05-03T00:00:00Z,MAY,CROSS RIVER BANK,,WAIPAHU
4287,HONOLULU,96816,1,2020-06-24T00:00:00Z,JUNE,BANK OF HAWAII,OTHER ACTIVITIES RELATED TO REAL ESTATE,HONOLULU
4287,HAIKU,96708,1,2020-05-01T00:00:00Z,MAY,WEBBANK,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",HAIKU
4282.37,ANAHOLA,96703,1,2020-04-30T00:00:00Z,APRIL,CELTIC BANK CORPORATION,BEAUTY SALONS,ANAHOLA
4277,KAHULUI,96732,1,2020-07-29T00:00:00Z,JULY,"KABBAGE, INC.","ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",KAHULUI
4277,KIHEI,96753,1,2020-05-14T00:00:00Z,MAY,BANK OF HAWAII,FITNESS AND RECREATIONAL SPORTS CENTERS,KIHEI
4276,WAIANAE,96792,1,2020-05-18T00:00:00Z,MAY,CROSS RIVER BANK,TRANSPORTATION EQUIPMENT AND SUPPLIES (EXCEPT MOTOR VEHICLE) MERCHANT WHOLESALERS,WAIANAE
4272,KURTISTOWN,96760,1,2020-06-01T00:00:00Z,JUNE,"KABBAGE, INC.",OFFICES OF REAL ESTATE APPRAISERS,KURTISTOWN
4270,HONOLULU,96813,1,2020-06-22T00:00:00Z,JUNE,BANK OF HAWAII,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,HONOLULU
