City,JobTitle,AVG(LoanAmount)
"EWA BEACH","CHILD DAY CARE SERVICES",9600.0
HILO,"OTHER CLOTHING STORES",9600.0
KURTISTOWN,FLORISTS,9600.0
MILILANI,"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",9600.0
WAILUKU,"CAR WASHES",9600.0
HAIKU,CATERERS,9585.0
KOLOA,"PUBLIC RELATIONS AGENCIES",9571.0
HANALEI,"LANDSCAPING SERVICES",9522.5
KOLOA,"TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING",9516.87
HANALEI,"SPORTS AND RECREATION INSTRUCTION",9512.0
PAIA,"FINISH CARPENTRY CONTRACTORS",9510.0
PEPEEKEO,"TAX PREPARATION SERVICES",9506.0
KAUNAKAKAI,"NONRESIDENTIAL PROPERTY MANAGERS",9500.0
KEAAU,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",9500.0
PAPAIKOU,"GENERAL AUTOMOTIVE REPAIR",9500.0
WAIKOLOA,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",9500.0
WAIKOLOA,"TOILET PREPARATION MANUFACTURING",9500.0
WAILUKU,"OTHER SPECIALIZED DESIGN SERVICES",9500.0
HAIKU-PAUWELA,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",9492.0
HOLUALOA,"RELIGIOUS ORGANIZATIONS",9487.5
KIHEI,"ALL OTHER TRANSIT AND GROUND PASSENGER TRANSPORTATION",9485.0
KAPOLEI,"COMPUTER SYSTEMS DESIGN SERVICES",9479.0
KULA,"PAINTING AND WALL COVERING CONTRACTORS",9475.0
HANAPEPE,"ART DEALERS",9459.795
HILO,"ADVERTISING AGENCIES",9457.56
KAILUA-KONA,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",9451.33333333333
HILO,"TAXI SERVICE",9446.0
"EWA BEACH","OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",9433.595
"EWA BEACHEACH","RESIDENTIAL REMODELERS",9400.0
HONOLULUNOLULU,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",9400.0
"KAILUA KONA","SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS)",9400.0
KAPOLEI,"OFFICE SUPPLIES AND STATIONERY STORES",9400.0
KIHEI,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",9400.0
WAIANAE,"BEER, WINE, AND LIQUOR STORES",9400.0
AIEA,"FIBER, YARN, AND THREAD MILLS",9390.0
LIHUE,"WOOD KITCHEN CABINET AND COUNTERTOP MANUFACTURING",9389.0
WAIKOLOA,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",9382.5
WAIAPHU,"DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)",9375.0
HONOLUU,"OTHER PERFORMING ARTS COMPANIES",9362.0
KAHULUI,"ADHESIVE MANUFACTURING",9360.0
KAAAWA,"HUMAN RESOURCES CONSULTING SERVICES",9352.0
KILAUEA,"OTHER SPECIALIZED DESIGN SERVICES",9352.0
KAPOLEI,"ALL OTHER LEGAL SERVICES",9350.0
KIHEI,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",9340.0
WAIKOLOA,"OTHER MANAGEMENT CONSULTING SERVICES",9327.5
KAMUELA,"GRAPHIC DESIGN SERVICES",9320.0
HAIKU,"WOMEN’S, GIRLS’, AND INFANTS’ CUT AND SEW APPAREL MANUFACTURING",9311.0
HONOLULU,"TIRE DEALERS",9300.0
KAPOLEI,"FOOD (HEALTH) SUPPLEMENT STORES",9300.0
KULA,"HOME HEALTH CARE SERVICES",9300.0
PAIA,"SIGN MANUFACTURING",9300.0
"PEARL CITY","INDUSTRIAL AND PERSONAL SERVICE PAPER MERCHANT WHOLESALERS",9300.0
WAIALUA,"ALL OTHER MISCELLANEOUS WOOD PRODUCT MANUFACTURING",9300.0
KAILUA-KONA,"ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",9267.5
"EWA BEACH","MOTION PICTURE AND VIDEO PRODUCTION",9251.83
HONOLULULU,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",9244.0
HILO,"LIMOUSINE SERVICE",9225.0
LIHUE,"SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES",9220.0
MAKAWAO,,9220.0
KAMUELA,"FITNESS AND RECREATIONAL SPORTS CENTERS",9214.33333333333
MILILANI,"OTHER DIRECT SELLING ESTABLISHMENTS",9211.66666666667
"EWA BEACH","GIFT, NOVELTY, AND SOUVENIR STORES",9200.0
HAIKU,"OTHER MANAGEMENT CONSULTING SERVICES",9200.0
HAUULA,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",9200.0
HONOKAA,"GENERAL AUTOMOTIVE REPAIR",9200.0
HONOLULU,"REGULATION, LICENSING, AND INSPECTION OF MISCELLANEOUS COMMERCIAL SECTORS",9200.0
KAUNKAKAI,"ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE",9200.0
KULA,"HARDWARE STORES",9200.0
KULA,"SITE PREPARATION CONTRACTORS",9200.0
MAKAWAO,"MOTION PICTURE AND VIDEO PRODUCTION",9200.0
PHOA,"ADMINISTRATION OF URBAN PLANNING AND COMMUNITY AND RURAL DEVELOPMENT",9197.0
MAKAWAO,"ALL OTHER PERSONAL SERVICES",9195.26333333333
"KAILUA KONA","COMPUTER SYSTEMS DESIGN SERVICES",9192.5
"CAPTAIN COOK","OFFICES OF REAL ESTATE AGENTS AND BROKERS",9184.83333333333
PAIA,"JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",9155.0
"EWA BEACH","JEWELRY STORES",9150.17
WAIALUA,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",9150.0
KULA,"TRANSLATION AND INTERPRETATION SERVICES",9148.0
ANAHOLA,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",9142.5
KAMUELA,"CHILD DAY CARE SERVICES",9125.0
MAKAWAO,"COMMERCIAL PHOTOGRAPHY",9116.0
HALEIWA,"RESIDENTIAL REMODELERS",9115.0
HONOLULU,"LOCAL MESSENGERS AND LOCAL DELIVERY",9107.25
HONOLULU,"BUILDING INSPECTION SERVICES",9105.75
KAILUA,"PORTFOLIO MANAGEMENT",9105.0
KAHULUI,"COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE",9100.0
KAPAA,"WIRED TELECOMMUNICATIONS CARRIERS",9100.0
KIHEI,"OTHER SPECIALIZED DESIGN SERVICES",9100.0
MAKAWAO,"LESSORS OF OTHER REAL ESTATE PROPERTY",9100.0
WAILUKU,"HARDWARE MANUFACTURING",9100.0
KANEOHE,"VENDING MACHINE OPERATORS",9089.81
KAILUA,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",9082.312
KAHULUI,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",9079.11
KAPOLEI,"PHOTOGRAPHY STUDIOS, PORTRAIT",9065.66666666667
MILILANI,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",9065.66666666667
HALEIWA,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",9062.5
"EWA BEACH","NAIL SALONS",9060.0
KAPOLEI,"OTHER INDIVIDUAL AND FAMILY SERVICES",9050.0
KEKAHA,"NAIL SALONS",9042.0
LAHAINA,"ALL OTHER TRAVELER ACCOMMODATION",9041.0
HONOLULU,"PRINTING AND WRITING PAPER MERCHANT WHOLESALERS",9028.36
ANAHOLA,,9026.98
MAKAWAO,"SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS",9017.0
KAPOLEI,"OTHER PERSONAL CARE SERVICES",9011.0
"CAPTAIN COOK","CUSTOM ARCHITECTURAL WOODWORK AND MILLWORK MANUFACTURING",9000.0
HONOLULU,"NEWS SYNDICATES",9000.0
KAHULUI,"LOCAL MESSENGERS AND LOCAL DELIVERY",9000.0
KAILUA,"TESTING LABORATORIES",9000.0
KANEOHE,"DENTAL LABORATORIES",9000.0
KOLOA,"OTHER CLOTHING STORES",9000.0
LIHUE,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",9000.0
MILILANI,"ALL OTHER CONSUMER GOODS RENTAL",9000.0
PAAUILO,"SUPPORT ACTIVITIES FOR FORESTRY",9000.0
"PEARL CITY","RESIDENTIAL PROPERTY MANAGERS",9000.0
WAIALUA,"OFFICES OF LAWYERS",9000.0
WAIMEA,"ALL OTHER SPECIALTY FOOD STORES",9000.0
KAILUA,"FOOD SERVICE CONTRACTORS",8965.66666666667
KULA,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",8949.5
WAIMANALO,"SOLID WASTE COLLECTION",8948.0
WAILUKU,"JANITORIAL SERVICES",8942.88888888889
KIHEI,"OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE",8923.0
HONOLULU,"SPORTS TEAMS AND CLUBS",8922.0
PRINCEVILLE,"PHARMACIES AND DRUG STORES",8917.0
KIHEI,"ALL OTHER MISCELLANEOUS MANUFACTURING",8916.5
WAIKOLOA,"HOME HEALTH CARE SERVICES",8916.0
WAIPAHU,"ALL OTHER PERSONAL SERVICES",8906.33333333333
MILILANI,"COFFEE AND TEA MANUFACTURING",8900.0
WAIALUA,"ALL OTHER TRAVELER ACCOMMODATION",8885.0
MAKAWAO,"PACKAGED FROZEN FOOD MERCHANT WHOLESALERS",8870.0
WAIPAHU,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",8832.5
KIHEI,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",8826.33333333333
AIEA,"HOME FURNISHING MERCHANT WHOLESALERS",8800.0
HOLUALOA,"TOUR OPERATORS",8800.0
HONOLULULULU,"ADVERTISING AGENCIES",8800.0
KALAHEO,"GRAPHIC DESIGN SERVICES",8800.0
KEAAU,"TOBACCO STORES",8800.0
LAWAI,"OTHER ACCOUNTING SERVICES",8800.0
LIHUE,"WOMEN'S CLOTHING STORES",8800.0
MILILANI,"ALL OTHER HEALTH AND PERSONAL CARE STORES",8800.0
MILILANI,"OTHER PERSONAL CARE SERVICES",8800.0
WAIMANALO,"INSURANCE AGENCIES AND BROKERAGES",8800.0
WAIPAHU,"OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE",8800.0
LAHAINA,"MARKETING CONSULTING SERVICES",8795.5
HANA,"GENERAL FREIGHT TRUCKING, LOCAL",8762.0
"CAPTAIN COOK","JANITORIAL SERVICES",8755.0
MILILANI,"CHILD DAY CARE SERVICES",8753.625
HAIKU,"WOMEN'S CLOTHING STORES",8751.0
AIEA,"ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES",8750.0
HALEIWA,"CONSUMER ELECTRONICS REPAIR AND MAINTENANCE",8750.0
KAHULUI,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",8750.0
KEKAHA,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",8750.0
KIHEI,"COMMERCIAL BAKERIES",8750.0
LAHAINA,"ELECTRONICS STORES",8750.0
PAHOA,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",8750.0
WAIANAE,"ALL OTHER GRAIN FARMING",8750.0
WAILUKU,"CUSTOM COMPUTER PROGRAMMING SERVICES",8750.0
PRINCEVILLE,"PERIODICAL PUBLISHERS",8749.75
KAILUA-KONA,"OTHER GROCERY AND RELATED PRODUCTS MERCHANT WHOLESALERS",8737.0
HAIKU,"GRAPHIC DESIGN SERVICES",8733.66666666667
PRINCEVILLE,"OTHER TECHNICAL AND TRADE SCHOOLS",8732.65
HONOLULU,"ALL OTHER ANIMAL PRODUCTION",8728.25
KILAUEA,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",8728.0
HALEIWA,"GRAPHIC DESIGN SERVICES",8727.5
KEAAU,"OFFICES OF OTHER HOLDING COMPANIES",8716.0
"PEARL CITY","SNACK AND NONALCOHOLIC BEVERAGE BARS",8700.0
KAILUA,"TEXTILE BAG AND CANVAS MILLS",8697.0
KAILUA,"PHOTOGRAPHY STUDIOS, PORTRAIT",8695.255
WAIMANALO,"JANITORIAL SERVICES",8684.0
KAPAA,"OTHER PERSONAL CARE SERVICES",8664.468
HILO,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",8662.81333333333
"EWA BEACH","CUSTOM COMPUTER PROGRAMMING SERVICES",8643.96
KIHEI,"INVESTMENT ADVICE",8640.0
HONOLULU,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",8639.0
PAIA,"FITNESS AND RECREATIONAL SPORTS CENTERS",8635.0
KIHEI,"TAX PREPARATION SERVICES",8629.5
"KAILUA KONA",FLORISTS,8615.0
KIHEI,"COIN-OPERATED LAUNDRIES AND DRYCLEANERS",8600.0
MAKAWAO,"SOFT DRINK MANUFACTURING",8600.0
MILILANI,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",8600.0
KAPAA,"MUSICAL GROUPS AND ARTISTS",8594.67
AIEA,"ROOFING CONTRACTORS",8555.0
KAILUA,"OFFICE ADMINISTRATIVE SERVICES",8545.0
HAWI,"EDUCATIONAL SUPPORT SERVICES",8540.0
KAILUA-KONA,"FINFISH FARMING AND FISH HATCHERIES",8530.0
WAIKOLOA,"JANITORIAL SERVICES",8528.608
LIHUE,"NAIL SALONS",8518.0
MILILANI,"SPORTS AND RECREATION INSTRUCTION",8516.25
LIHUE,"INTERIOR DESIGN SERVICES",8515.0
"EWA BEACH","ALL OTHER PERSONAL SERVICES",8514.33333333333
WAIKOLOA,LOCKSMITHS,8507.5
WAILUKU,"OTHER ELECTRONIC PARTS AND EQUIPMENT MERCHANT WHOLESALERS",8505.0
HILO,"OTHER PERSONAL CARE SERVICES",8501.762
"EWA BEACH","PERISHABLE PREPARED FOOD MANUFACTURING",8500.0
HAIKU,"PAINTING AND WALL COVERING CONTRACTORS",8500.0
KAHULUI,"ALL OTHER GENERAL MERCHANDISE STORES",8500.0
KAILUA,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",8500.0
KANEOHE,"COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE",8500.0
KAUNAKAKAI,"HUNTING AND TRAPPING",8500.0
LAHAINA,"REAL ESTATE CREDIT",8495.0
KILAUEA,"ALL OTHER PERSONAL SERVICES",8484.66666666667
WAILUKU,"TAXI SERVICE",8469.66666666667
LIHUE,"AUTOMOTIVE PARTS AND ACCESSORIES STORES",8439.17
PAHOA,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",8435.0
"KAILUA KONA","INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",8427.91166666667
PRINCEVILLE,"OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)",8425.0
HONOLUULU,"SPORTING GOODS STORES",8415.0
MILILANI,"OTHER SOUND RECORDING INDUSTRIES",8406.0
KULA,"LANDSCAPING SERVICES",8402.5
HILO,"ALL OTHER BUSINESS SUPPORT SERVICES",8400.0
KAILUA,"SCENIC AND SIGHTSEEING TRANSPORTATION, LAND",8400.0
KULA,"JANITORIAL SERVICES",8400.0
PAHOA,"RELIGIOUS ORGANIZATIONS",8400.0
KAILUA-KONA,"OFFICES OF CHIROPRACTORS",8391.0
MAKAWAO,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",8384.45375
HONOKAA,"MARKETING CONSULTING SERVICES",8357.5
KANEOHE,"FINISH CARPENTRY CONTRACTORS",8348.75
HALEIWA,"INSURANCE AGENCIES AND BROKERAGES",8345.0
WAILUKU,"LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",8345.0
WAIALUA,"ALL OTHER CONSUMER GOODS RENTAL",8340.0
KILAUEA,"EDUCATIONAL SUPPORT SERVICES",8333.34
HONOKAA,"INSURANCE AGENCIES AND BROKERAGES",8332.0
HONOLULUQ,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",8332.0
KULA,"WOMEN'S, CHILDREN'S, AND INFANTS' CLOTHING AND ACCESSORIES MERCHANT WHOLESALERS",8332.0
PAHOA,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",8332.0
KAILUA,"JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",8310.0
"CAPTAIN COOK","BED-AND-BREAKFAST INNS",8300.0
"EWA BEACH","HARDWARE STORES",8300.0
KAHULUI,"OFFICE ADMINISTRATIVE SERVICES",8300.0
MILILANI,"HARDWARE STORES",8300.0
MAKAWAO,"PIECE GOODS, NOTIONS, AND OTHER DRY GOODS MERCHANT WHOLESALERS",8265.5
KIHEI,"OTHER DIRECT SELLING ESTABLISHMENTS",8262.66666666667
KAPAA,"TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING",8256.22
WAIANAE,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",8253.5
"EWA BEACH","GRAPHIC DESIGN SERVICES",8250.0
KANEOHE,"FINE ARTS SCHOOLS",8241.25
WAIPAHU,"ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS",8229.71
HONOLULU,"COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE",8215.0
KANEOHE,"PHOTOFINISHING LABORATORIES (EXCEPT ONE-HOUR)",8200.0
WAIPAHU,"MOTOR VEHICLE TOWING",8195.49666666667
HILO,"TAX PREPARATION SERVICES",8190.0
HONOLULU,"TOBACCO MANUFACTURING",8179.5
"KAILUA KONA","OTHER MARINE FISHING",8150.0
"KAILUA KONANA","BEER, WINE, AND LIQUOR STORES",8125.0
KAHULUI,"PET CARE (EXCEPT VETERINARY) SERVICES",8124.0
"EWA BEAACH","CLOTHING ACCESSORIES STORES",8121.0
KAHUKU,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",8120.63
KAPOLEI,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",8108.4
KAILUA,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",8100.0
KAPOLEI,"AUTOMOTIVE OIL CHANGE AND LUBRICATION SHOPS",8100.0
KURTISTOWN,"OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING",8100.0
WAIANAE,"BAKED GOODS STORES",8100.0
"KAILUA KONA","TAXI SERVICE",8071.3
KAPAA,"PET CARE (EXCEPT VETERINARY) SERVICES",8057.0
KAHULUI,"TAX PREPARATION SERVICES",8037.0
"CAPTAIN COOK","ALL OTHER PERSONAL SERVICES",8032.0
KAILUA,"AUTOMOTIVE GLASS REPLACEMENT SHOPS",8031.0
"LANAI CITY","PHARMACIES AND DRUG STORES",8020.84
KIHEI,"COMMERCIAL PHOTOGRAPHY",8019.995
"EWA BEACH","BARBER SHOPS",8018.66
PAIA,"GRAPHIC DESIGN SERVICES",8005.0
HOLUALOA,"FARM MANAGEMENT SERVICES",8000.0
HON,"LANGUAGE SCHOOLS",8000.0
KALAHEO,"PARKING LOTS AND GARAGES",8000.0
KALAHEO,"TRAVEL AGENCIES",8000.0
KAMUELA,"RECREATIONAL GOODS RENTAL",8000.0
KANEOHE,"VOCATIONAL REHABILITATION SERVICES",8000.0
KANEOHE,"WINDOW TREATMENT STORES",8000.0
KAPOLEI,"CONVENIENCE STORES",8000.0
KEAAU,"ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING",8000.0
KIHEI,"CURTAIN AND LINEN MILLS",8000.0
KOLOA,"NEW HOUSING FOR-SALE BUILDERS",8000.0
"MOUNTAIN VIEW","OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",8000.0
WAIANAE,"BARBER SHOPS",8000.0
PRINCEVILLE,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",7996.0
"KAILUA KONA","BAKED GOODS STORES",7993.95
PAIA,"ENVIRONMENTAL CONSULTING SERVICES",7985.0
PAIA,"PHOTOGRAPHY STUDIOS, PORTRAIT",7972.33333333333
"KAILUA KONA","WOMEN'S CLOTHING STORES",7970.85
MAKAWAO,"VENDING MACHINE OPERATORS",7965.0
LAHAINA,"BEAUTY SALONS",7958.70416666667
KEAAU,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",7942.0
HAIKU,"ALL OTHER TRAVELER ACCOMMODATION",7935.0
KAMUELA,"BEAUTY SALONS",7932.33
PAPAIKOU,"ALL OTHER PERSONAL SERVICES",7925.0
LIHUE,"BEAUTY SALONS",7922.5925
"KAILUA KONA","HOME HEALTH CARE SERVICES",7900.0
"KAILUA KONA","MACHINE SHOPS",7900.0
KALAHEO,FLORISTS,7900.0
KIHEI,"FLORICULTURE PRODUCTION",7898.0
WAILUKU,"COMPUTER FACILITIES MANAGEMENT SERVICES",7891.0
HONOULULU,"OTHER PERFORMING ARTS COMPANIES",7886.0
KALAHEO,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",7881.0
WAILUKU,"ROOMING AND BOARDING HOUSES, DORMITORIES, AND WORKERS' CAMPS",7876.25
PAPAALOA,"ALL OTHER PERSONAL SERVICES",7862.0
HILO,"ALL OTHER INSURANCE RELATED ACTIVITIES",7860.0
WAILUKU,"ALL OTHER HOME FURNISHINGS STORES",7852.55
AIEA,"COMMERCIAL PHOTOGRAPHY",7848.6625
HONOLULU,"OTHER PERFORMING ARTS COMPANIES",7823.51875
KAHULUI,"PERISHABLE PREPARED FOOD MANUFACTURING",7805.0
AIEA,"SOFTWARE PUBLISHERS",7800.0
"KAILUA KONA","TOY AND HOBBY GOODS AND SUPPLIES MERCHANT WHOLESALERS",7800.0
KURTISTOWN,"EDUCATIONAL SUPPORT SERVICES",7800.0
"PEARL CITY","ADVERTISING AGENCIES",7800.0
PRINCEVILLE,"ALL OTHER GENERAL MERCHANDISE STORES",7800.0
WAHIAWA,"JANITORIAL SERVICES",7800.0
KAMUELA,"SECURITY GUARDS AND PATROL SERVICES",7792.5
HONOMU,"FURNITURE STORES",7789.77
KAPOLEI,"PHOTOFINISHING LABORATORIES (EXCEPT ONE-HOUR)",7784.62
"PEARL CITY","ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",7775.5
"KAILUA KONA","COMMERCIAL PHOTOGRAPHY",7766.66666666667
HILO,"BARBER SHOPS",7764.33333333333
"PEARL CITY","COMPUTER SYSTEMS DESIGN SERVICES",7755.0
"KAILUA KONA","SCENIC AND SIGHTSEEING TRANSPORTATION, OTHER",7754.84
PRINCEVILLE,"CARPET AND UPHOLSTERY CLEANING SERVICES",7752.0
LAHIANA,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",7747.0
HAWI,"OFFICES OF CHIROPRACTORS",7720.59
HAIKU,"NONCHOCOLATE CONFECTIONERY MANUFACTURING",7720.0
HONOLULU,"TELEPRODUCTION AND OTHER POSTPRODUCTION SERVICES",7710.0
WAIANAE,"TAXI SERVICE",7709.375
ELEELE,"NAIL SALONS",7700.0
HAIKU,"ALL OTHER LEGAL SERVICES",7700.0
KAPAA,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",7700.0
LAHAINA,"SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS",7700.0
WAHIAWA,"DRYWALL AND INSULATION CONTRACTORS",7700.0
KAPOLEI,"INVESTIGATION SERVICES",7684.0
PAHOA,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",7639.0
HAIKU,"ARCHITECTURAL SERVICES",7632.0
HAWI,"PET CARE (EXCEPT VETERINARY) SERVICES",7620.82
"OCEAN VIEW","LIMITED-SERVICE RESTAURANTS",7618.0
KAILUA,"OPTICAL GOODS STORES",7600.0
KEAAU,"SEWING, NEEDLEWORK, AND PIECE GOODS STORES",7600.0
KULA,"TILE AND TERRAZZO CONTRACTORS",7600.0
PEPEEKEO,"RECREATIONAL GOODS RENTAL",7600.0
WAILUKU,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",7600.0
KAILUA-KONA,"JANITORIAL SERVICES",7596.8
KAPAA,"EDUCATIONAL SUPPORT SERVICES",7596.0
AIEA,"TAX PREPARATION SERVICES",7580.0
WAIKOLOA,"ALL OTHER PERSONAL SERVICES",7575.0
WAILUKU,"PERIODICAL PUBLISHERS",7562.0
HAIKU,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",7538.5
"CAPTAIN COOK","APPLIANCE REPAIR AND MAINTENANCE",7500.0
HILO,"ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND RELATED EQUIPMENT MERCHANT WHOLESALERS",7500.0
HONOLULU,"REGULATION OF AGRICULTURAL MARKETING AND COMMODITIES",7500.0
HONOLULULULU,"OTHER ACCOUNTING SERVICES",7500.0
HONOLULUNOLULU,"TRANSLATION AND INTERPRETATION SERVICES",7500.0
KAHUKU,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",7500.0
"KAILUA KONA","INDUSTRIAL BUILDING CONSTRUCTION",7500.0
KAPAA,"APPLIANCE REPAIR AND MAINTENANCE",7500.0
KEAAU,"FLORICULTURE PRODUCTION",7500.0
KIHEI,"CONFECTIONERY AND NUT STORES",7500.0
KILAUEA,"LABOR UNIONS AND SIMILAR LABOR ORGANIZATIONS",7500.0
LAHAINA,"AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",7500.0
LAIE,"EDUCATIONAL SUPPORT SERVICES",7500.0
LIHUE,"LIBRARIES AND ARCHIVES",7500.0
LIHUE,"TIMBER TRACT OPERATIONS",7500.0
MILILANI,"GENERAL LINE GROCERY MERCHANT WHOLESALERS",7500.0
PAIA,"OFFICES OF REAL ESTATE APPRAISERS",7500.0
PRINCEVILLE,"AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",7500.0
PRINCEVILLE,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",7500.0
PRINCEVILLE,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",7500.0
WAIKOLOA,"ADVERTISING AGENCIES",7500.0
WAIKOLOA,"DRINKING PLACES (ALCOHOLIC BEVERAGES)",7500.0
WAILUKU,"OFFICE ADMINISTRATIVE SERVICES",7500.0
WAILUKU,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",7500.0
WAIPAHUHU,"COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",7500.0
PRINCEVILLE,"JANITORIAL SERVICES",7462.25
WAIALUA,"MARKETING CONSULTING SERVICES",7450.0
KAILUA-KONA,"GLASS PRODUCT MANUFACTURING MADE OF PURCHASED GLASS",7442.0
WAILUKU,"FOOD SERVICE CONTRACTORS",7425.0
